date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:51:45	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5d779ac941546%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/wp/meta/)
10:51:47	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5d779ac93b781%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/wp/meta/)
10:51:47	7446/7446	---MC-	200	added ('OK')	text/css	date:Wed,%2009%20Feb%202022%2003:51:45%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=5.9	C:/My%20Web%20Sites/metabots/fonts.googleapis.com/csscbc4.css	(from http://localhost/wp/meta/)
10:51:47	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5d779ac9453cb%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/wp/meta/)
10:51:49	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wp/meta/)
10:51:50	3115/3115	---M--	200	added ('OK')	application/javascript	etag:%22c2b-5d780bce4d18f%22	http://localhost/wp/wp-content/plugins/wp-night-mode/public/js/wp-night-mode-public.js?ver=1.0.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/wp-night-mode/public/js/wp-night-mode-public8a54.js	(from http://localhost/wp/meta/)
10:51:58	37239/37239	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Feb%202022%2003:51:50%20GMT	http://localhost/wp/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/metabots/localhost/wp/wp-json/wp/v2/pages/8.json	(from http://localhost/wp/meta/)
10:52:01	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300%22	http://localhost/wp/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wp/meta/)
10:52:02	780/780	---M--	200	added ('OK')	text/xml	date:Wed,%2009%20Feb%202022%2003:52:01%20GMT	http://localhost/wp/xmlrpc.php?rsd	C:/My%20Web%20Sites/metabots/localhost/wp/xmlrpc0db0.php	(from http://localhost/wp/meta/)
10:52:02	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wp/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/metabots/localhost/wp/wp-includes/wlwmanifest.xml	(from http://localhost/wp/meta/)
10:52:03	2297/2297	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Feb%202022%2003:52:02%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fmeta%2F	C:/My%20Web%20Sites/metabots/localhost/wp/wp-json/oembed/1.0/embedf829.json	(from http://localhost/wp/meta/)
10:52:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Feb%202022%2003:52:04%20GMT	http://localhost/wp/?p=8	C:/My%20Web%20Sites/metabots/localhost/wp/index2df4.html	(from http://localhost/wp/meta/)
10:52:06	2366/2366	---M--	200	added ('OK')	text/xml	date:Wed,%2009%20Feb%202022%2003:52:04%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fmeta%2F&format=xml	C:/My%20Web%20Sites/metabots/localhost/wp/wp-json/oembed/1.0/embed83d6	(from http://localhost/wp/meta/)
10:52:08	11026/11026	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2009%20Feb%202022%2003:52:07%20GMT	https://kit.fontawesome.com/73060043bb.js	C:/My%20Web%20Sites/metabots/kit.fontawesome.com/73060043bb.js	(from http://localhost/wp/meta/)
10:52:09	1270/1270	---M--	200	added ('OK')	image/png	etag:%224f6-5d78db236a4b7%22	http://localhost/wp/wp-content/uploads/2022/02/cropped-121212-32x32.png	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/uploads/2022/02/cropped-121212-32x32.png	(from http://localhost/wp/meta/)
10:52:11	10885/10885	---M--	200	added ('OK')	image/png	etag:%222a85-5d78db235e7f5%22	http://localhost/wp/wp-content/uploads/2022/02/cropped-121212-192x192.png	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/uploads/2022/02/cropped-121212-192x192.png	(from http://localhost/wp/meta/)
10:52:13	9991/9991	---M--	200	added ('OK')	image/png	etag:%222707-5d78db236610d%22	http://localhost/wp/wp-content/uploads/2022/02/cropped-121212-180x180.png	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/uploads/2022/02/cropped-121212-180x180.png	(from http://localhost/wp/meta/)
10:52:17	26162/26162	---M--	200	added ('OK')	image/png	etag:%226632-5d77d39000f74%22	http://localhost/wp/wp-content/uploads/2022/02/logo-metabotss-e1644307710573.png	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/uploads/2022/02/logo-metabotss-e1644307710573.png	(from http://localhost/wp/meta/)
10:52:18	5239/5239	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2009%20Feb%202022%2003:52:18%20GMT	https://opensea.io/collection/metabot-s	C:/My%20Web%20Sites/metabots/opensea.io/collection/metabot-s.1d.delayed	(from http://localhost/wp/meta/)
10:52:23	174682/174682	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Feb%202022%2003:51:58%20GMT	http://localhost/wp/wp-json/	C:/My%20Web%20Sites/metabots/localhost/wp/wp-json/index.html	(from http://localhost/wp/meta/)
10:52:26	346840/346840	---M--	200	added ('OK')	font/woff2	etag:%2254ad8-5d06f8ec86bc0%22	http://localhost/wp/wp-content/themes/twentytwentytwo/assets/fonts/SourceSerif4Variable-Italic.ttf.woff2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/themes/twentytwentytwo/assets/fonts/SourceSerif4Variable-Italic.ttf.woff2	(from http://localhost/wp/meta/)
10:52:29	428448/428448	---M--	200	added ('OK')	font/woff2	etag:%22689a0-5d06f8ec86bc0%22	http://localhost/wp/wp-content/themes/twentytwentytwo/assets/fonts/SourceSerif4Variable-Roman.ttf.woff2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/themes/twentytwentytwo/assets/fonts/SourceSerif4Variable-Roman.ttf.woff2	(from http://localhost/wp/meta/)
10:52:29	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2009%20Feb%202022%2003:52:19%20GMT	https://discord.gg/XjcRyaFDYe	C:/My%20Web%20Sites/metabots/discord.gg/XjcRyaFDYe.1e.delayed	(from http://localhost/wp/meta/)
10:52:31	6165/6165	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Feb%202022%2023:14:36%20GMT	https://discord.com/invite/XjcRyaFDYe	C:/My%20Web%20Sites/metabots/discord.com/invite/XjcRyaFDYe.html	(from http://localhost/wp/meta/)
10:52:32	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5d779ac90822a%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.5.5	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/animations/animations.mina25a.css	(from http://localhost/wp/meta/)
10:52:33	48179/48179	---M--	200	added ('OK')	image/png	etag:%22bc33-5d78d7c620820%22	http://localhost/wp/wp-content/uploads/2022/02/14.png	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/uploads/2022/02/14.png	(from http://localhost/wp/meta/)
10:52:34	729/729	---M--	200	added ('OK')	application/javascript	etag:%222d9-5d779a4435403%22	http://localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed.fe.js?ver=1	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed.fe68b3.js	(from http://localhost/wp/meta/)
10:52:34	15615/15615	---M--	200	added ('OK')	application/javascript	etag:%223cff-5d779a4437346%22	http://localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed.js?ver=1	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed68b3.js	(from http://localhost/wp/meta/)
10:52:34	4965/4965	---M--	200	added ('OK')	application/javascript	etag:%221365-5d779a85c843e%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from http://localhost/wp/meta/)
10:52:34	90292/90292	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2003:52:32%20GMT	https://twitter.com/metabots_?t=mE7MaJnZ_EljLroyGJl-uw&s=09	C:/My%20Web%20Sites/metabots/twitter.com/metabots_d170.html	(from http://localhost/wp/meta/)
10:52:36	4905/4905	---M--	200	added ('OK')	application/javascript	etag:%221329-5d779ac8fe5e1%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.5	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/js/webpack.runtime.mina25a.js	(from http://localhost/wp/meta/)
10:52:36	14235/14235	---M--	200	added ('OK')	application/javascript	etag:%22379b-5d779ac8d74b8%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.5	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/js/frontend-modules.mina25a.js	(from http://localhost/wp/meta/)
10:52:36	142235/142235	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2003:52:34%20GMT	https://www.instagram.com/metabots_/?hl=id%20	C:/My%20Web%20Sites/metabots/www.instagram.com/metabots_/index7299.html	(from http://localhost/wp/meta/)
10:52:38	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5d779ac9a82f0%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/wp/meta/)
10:52:39	20293/20293	---M--	200	added ('OK')	application/javascript	etag:%224f45-5d779a858e670%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from http://localhost/wp/meta/)
10:52:40	20674/20674	---M--	200	added ('OK')	application/javascript	etag:%2250c2-5cddb3b4d3200%22	http://localhost/wp/wp-includes/js/jquery/ui/core.min.js?ver=1.13.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-includes/js/jquery/ui/core.min1dd9.js	(from http://localhost/wp/meta/)
10:52:41	24/24	---MC-	200	added ('OK')	text/plain	date:Wed,%2009%20Feb%202022%2003:52:41%20GMT	http://s.w.org/robots.txt		(from http://localhost/wp/meta/)
10:52:41	24284/24284	---M--	200	added ('OK')	application/javascript	etag:%225edc-5d779a8580ba3%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.5.2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min49eb.js	(from http://localhost/wp/meta/)
10:52:42	36889/36889	---M--	200	added ('OK')	application/javascript	etag:%229019-5d779ac8db33d%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.5	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/js/frontend.mina25a.js	(from http://localhost/wp/meta/)
10:52:56	92216/92216	---M--	200	added ('OK')	font/woff2	etag:%2216838-5d779ac92bd70%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.14.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff2	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
10:52:56	315628/315628	---M--	200	added ('OK')	image/svg+xml	etag:%224d0ec-5d779ac929867%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.14.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.svg	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
10:53:00	112952/112952	---M--	200	added ('OK')	font/woff	etag:%221b938-5d779ac929867%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.14.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
10:53:11	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2009%20Feb%202022%2003:53:02%20GMT	https://fonts.googleapis.com/robots.txt		(from http://localhost/wp/meta/)
10:53:12	209496/209496	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233258-5d779ac92764b%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.14.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
10:53:13	209336/209336	---M--	200	added ('OK')	font/ttf	etag:%22331b8-5d779ac929867%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.14.0	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.ttf	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
10:53:24	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-5d779ac95cae4%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:53:27	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-5d779ac95cae4%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:53:33	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5d779ac95aba3%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:53:34	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-5d779ac95aba3%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:53:47	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5d779ac95aba3%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:53:49	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%2220b98-5d779ac95cae4%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:53:53	366549/366549	---M--	200	added ('OK')	image/png	etag:%22597d5-5d77d33a9ad4d%22	http://localhost/wp/wp-content/uploads/2022/02/Capture123.png	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/uploads/2022/02/Capture123.png	(from http://localhost/wp/wp-content/uploads/elementor/css/post-8.css?ver=1644378671)
10:54:00	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-5d779ac9628ab%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
10:54:08	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5d779ac960966%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
10:54:08	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5d779ac960966%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
10:54:10	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-5d779ac9628ab%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
10:54:10	2109/2109	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2009%20Feb%202022%2003:54:10%20GMT	https://opensea.io/robots.txt		(from http://localhost/wp/meta/)
10:54:12	191/191	---MCZ	200	added ('OK')	text/plain	date:Wed,%2009%20Feb%202022%2003:54:12%20GMT	https://discord.com/robots.txt		(from http://localhost/wp/meta/)
10:54:14	7979/7979	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Jan%202022%2016:08:30%20GMT	https://cdn.discordapp.com/icons/929150334641770538/8e369a11257235c0854946816dc31309.jpg?size=256	C:/My%20Web%20Sites/metabots/cdn.discordapp.com/icons/929150334641770538/8e369a11257235c0854946816dc31309dabb.jpg	(from https://discord.com/invite/XjcRyaFDYe)
10:54:19	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5d779ac960966%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
10:54:19	35662/35662	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2009%20Feb%202022%2003:54:16%20GMT	https://discord.com/cdn-cgi/bm/cv/669835187/api.js	C:/My%20Web%20Sites/metabots/discord.com/cdn-cgi/bm/cv/669835187/api.js	(from https://discord.com/invite/XjcRyaFDYe)
10:54:23	34249/34249	---MCZ	200	added ('OK')	application/javascript	etag:W/%22928a2813d127036e46e9979f7b685986%22	https://discord.com/assets/79df743318a442fbf2d6.js	C:/My%20Web%20Sites/metabots/discord.com/assets/79df743318a442fbf2d6.js	(from https://discord.com/invite/XjcRyaFDYe)
10:54:25	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-5d779ac9628ab%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/metabots/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
10:54:26	158493/158493	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e509ba1396dba37629ebcdebd84c75e%22	https://discord.com/assets/979db7543847afbcc397.js	C:/My%20Web%20Sites/metabots/discord.com/assets/979db7543847afbcc397.js	(from https://discord.com/invite/XjcRyaFDYe)
10:54:26	433600/433600	---MCZ	200	added ('OK')	application/javascript	etag:W/%22391529775fce03a2a0fe8406cfa2ecd4%22	https://discord.com/assets/089d83521a179ce4baeb.js	C:/My%20Web%20Sites/metabots/discord.com/assets/089d83521a179ce4baeb.js	(from https://discord.com/invite/XjcRyaFDYe)
10:54:26	1612663/1612663	---MCZ	200	added ('OK')	text/css	etag:W/%2269a990e8131e12b054f74c86df71a3f0%22	https://discord.com/assets/40532.19f12d8e1cee50d2934f.css	C:/My%20Web%20Sites/metabots/discord.com/assets/40532.19f12d8e1cee50d2934f.css	(from https://discord.com/invite/XjcRyaFDYe)
